ID,Time_GMT,Phone,Organization,OLF,Rating,NumberReview,Category,Country,CountryCode,State,City,Street,Building,ReviewText
2744,02/05/2022 18:20,12517250126.0,Mediterranean Sandwich Co,LLC,4.5,80,Quick Service,USA,US,AL,Mobile, 2502-2 Schillinger Rd,2502-2,Really enjoyed Mediterranean Sandwich Co. Great service.
2745,02/05/2022 21:05,12516336811.0,Panda Haven,LLC,3.0,26,Thai,USA,US,AL,Mobile, 6300 Grelot,6300,Okay visit to Panda Haven. The green curry was okay. Typical environment. It's okay.
2746,02/06/2022 01:05,12513080796.0,Hart's Fried Chicken,Corp,4.0,5,Restaurant,USA,US,AL,Mobile, 1866 Dauphin Island,1866,Excellent Hart's Fried Chicken. The food was delicious. Staff was friendly. Will definitely return!
2747,02/06/2022 04:07,12512639840.0,Hungry Howie's Pizza,LLC,3.0,8,Italian,USA,US,AL,Mobile, 2206 Airport,2206,Mixed feelings about Hungry Howie's Pizza. Nothing special about the pasta. Typical environment. Fair enough.
2748,02/06/2022 08:01,12516457272.0,Papa John's Pizza,Corp,5.0,1,Casual Dining,USA,US,AL,Semmes, 7930 Moffet,7930,Really enjoyed Papa John's Pizza. Perfect setting. Great service. Five stars!
2749,02/06/2022 11:55,12512438388.0,The Salad Station,Corp,4.5,22,Family Dining,USA,US,AL,Mobile, 7765 Airport,7765,Really enjoyed The Salad Station. Excellent customer service. Lovely decor. Five stars!
2750,02/06/2022 14:42,12513459544.0,Hooters,Corp,2.5,41,Casual Dining,USA,US,AL,Mobile, 3869 Airport,3869,Poor experience at Hooters. Rude staff. Look elsewhere!
2751,02/06/2022 18:29,12514089876.0,Which Wich,DBA,3.0,17,Casual Dining,USA,US,AL,Mobile, 1753 SpringHill,1753,Standard Which Wich. meal was decent. It's okay.
2752,02/06/2022 22:22,12516077073.0,Sushi 9 Thai Japanese Restaurant,LLC,3.0,27,Casual Dining,USA,US,AL,Mobile, 720 Schillinger Rd,720,Okay visit to Sushi 9 Thai Japanese Restaurant. Acceptable service. Standard food. Fair enough.
2753,02/07/2022 02:03,12514575238.0,Hart's Fried Chicken,Corp,4.0,4,Restaurant,USA,US,AL,Mobile, 929 S Wilson,929,Really enjoyed Hart's Fried Chicken. Great ambiance.
2754,02/07/2022 05:28,12516330096.0,Newk's Eatery,LLC,4.0,23,Family Dining,USA,US,AL,Mobile, 7440 Airport,7440,Fantastic Newk's Eatery. Professional staff. Don't miss this place!
2755,02/07/2022 09:02,12513408694.0,Jimmy John's,Corp,4.0,17,Sandwich Shop,USA,US,AL,Mobile, 9 Du Rhu,9,Had a wonderful time at Jimmy John's. dish exceeded expectations. Great service. Worth every penny!
2756,02/07/2022 12:02,12512870115.0,Yak The Kathmandu Kitchen,Inc,4.0,209,Asian,USA,US,AL,Mobile, Dauphin,3210,Really enjoyed Yak The Kathmandu Kitchen. Lovely decor. Will definitely return!
2757,02/07/2022 15:49,12514145444.0,Jimmy John's,Corp,4.5,19,Sandwich Shop,USA,US,AL,Mobile, 6920 Airport,6920,Really enjoyed Jimmy John's. Great ambiance. Highly recommend!
2758,02/07/2022 18:54,12516212271.0,Mediterranean Sandwich Co,LLC,4.5,75,Delivery,USA,US,AL,Daphne, 6890 US Hwy,6890,Fantastic Mediterranean Sandwich Co. Perfect setting. Professional staff.
2759,02/07/2022 22:54,12513008684.0,The Simple Greek,Sole Proprietorship,4.5,67,Mediterranean,USA,US,AL,Mobile, N Florida,100,Excellent The Simple Greek. Amazing dish. Great service. Highly recommend!
2760,02/08/2022 02:38,12512872793.0,Stevie's Kitchen,LLC,4.0,10,Casual Dining,USA,US,AL,Mobile, 41 W I-65 Service Rd,41,Had a wonderful time at Stevie's Kitchen. Nice atmosphere. Will definitely return!
2761,02/08/2022 05:32,12513449995.0,Bangkok Thai Cuisine,Corp,3.5,63,Casual Dining,USA,US,AL,Mobile, 3821 Airport,3821,Mixed feelings about Bangkok Thai Cuisine. Acceptable service.
2762,02/08/2022 09:17,12516614003.0,Papa Murphy's,Inc,4.0,19,Family Dining,USA,US,AL,Mobile, 2370 Hillcrest,2370,Loved this Papa Murphy's. Excellent customer service. The meal was delicious. Highly recommend!
2763,02/08/2022 12:39,12513197758.0,Carrabba's Italian Grill,Corp,3.5,79,Delivery,USA,US,AL,Mobile, 3917 Airport,3917,Mixed feelings about Carrabba's Italian Grill. Standard setting.
2764,02/08/2022 16:10,12512870445.0,Rock N Roll Sushi,LLC,3.0,27,Family Dining,USA,US,AL,Mobile, 273 McGregor Ave,273,Okay visit to Rock N Roll Sushi. Acceptable service. Fair enough.
2765,02/08/2022 20:00,12515258431.0,Mellow Mushroom Mobile - West,Corp,3.5,58,Casual Dining,USA,US,AL,Mobile, 2409 Schillinger Rd,2409,Average experience at Mellow Mushroom Mobile - West. Ordinary place.
2766,02/08/2022 22:55,12513422352.0,Firehouse Subs,Inc,3.5,12,Deli,USA,US,AL,Mobile, 3694 Airport,3694,Standard Firehouse Subs. meal was decent. Average staff. It's okay.
2767,02/09/2022 03:09,12513047979.0,Blaze Pizza,Inc,4.0,8,Delivery,USA,US,AL,Mobile, 9 Du Rhu,9,Fantastic Blaze Pizza. Attentive waiters. Outstanding meal.
2768,02/09/2022 05:59,12512877356.0,Newk's Eatery,LLC,4.0,37,Family Dining,USA,US,AL,Mobile, 1335 Satchel Paige,1335,Really enjoyed Newk's Eatery. The food was delicious. Professional staff. Worth every penny!
2769,02/09/2022 09:57,12513786000.0,Domino's,LLC,2.5,5,Casual Dining,USA,US,AL,Mobile, 3871 Airport,3871,Terrible visit to Domino's. Slow service. Never coming back!
2770,02/09/2022 13:36,12513751113.0,Von's Bistro,LLC,4.0,91,Fine Dining,USA,US,AL,Mobile, St Michael,69,Loved this Von's Bistro. Great service. Nice atmosphere. Five stars!
2771,02/09/2022 17:02,12516757627.0,Subway,LLC,3.5,4,Quick Service,USA,US,AL,Saraland, 620 Hwy 43,620,Standard Subway. Standard food. It's okay.
2772,02/09/2022 20:11,12514472651.0,Popeyes Louisiana Kitchen,Inc,2.5,5,Casual Dining,USA,US,AL,Saraland, 1030 Saraland Blvd,1030,Disappointed with Popeyes Louisiana Kitchen. Dirty place. Never coming back!
2773,02/10/2022 00:12,12514566696.0,KFC,Inc,5.0,1,Drive-Thru,USA,US,AL,Mobile, 2351 St.,2351,Loved this KFC. Perfect setting. Outstanding food. Highly recommend!
2774,02/10/2022 03:34,12514142819.0,Panda Express,Ltd,2.5,38,Asian,USA,US,AL,Mobile, 3811 Airport,3811,Not impressed by Panda Express. Unwelcoming atmosphere. Rude staff. Look elsewhere!
2775,02/10/2022 06:47,12516750880.0,Pizza Hut,Co,1.5,13,Delivery,USA,US,AL,Saraland, 12 Hwy. 43,12,Disappointed with Pizza Hut. Inedible meal. Inattentive waiters. One star only!
2776,02/10/2022 10:04,12516335877.0,Wemo's Wings,LLC,4.0,46,Sports Bar,USA,US,AL,Mobile, 312 Schillinger Rd,312,Fantastic Wemo's Wings. Great service. Five stars!
2777,02/10/2022 13:31,12513433100.0,Honey Baked Ham Company,LLP,4.5,7,Family Dining,USA,US,AL,Mobile, 3851 Airport,3851,Fantastic Honey Baked Ham Company. Perfect food. Attentive waiters. Worth every penny!
2778,02/10/2022 16:54,12513038079.0,Panera Bread,Corp,3.5,3,Bakery,USA,US,AL,Mobile, 9 Du Rhu,9,Average experience at Panera Bread. Service was okay. It's okay.
2779,02/10/2022 20:19,12514472303.0,House of Kabob & Gyros,LLC,4.0,34,Middle Eastern,USA,US,AL,Mobile, 7210-D Airport,7210-D,Had a wonderful time at House of Kabob & Gyros. Perfect setting. Will definitely return!
2780,02/10/2022 23:56,12516313730.0,Firehouse Subs,Inc,4.0,17,Sandwich Shop,USA,US,AL,Mobile, 6300 Grelot,6300,Great experience at Firehouse Subs. Lovely decor. Don't miss this place!
2781,02/11/2022 03:24,12512877376.0,American Deli,Partnership,3.0,8,Delivery,USA,US,AL,Mobile, 5701 Old Shell,5701,Mixed feelings about American Deli. dish was decent.
2782,02/11/2022 07:33,12513421213.0,Papa John's Pizza,Corp,3.5,2,Delivery,USA,US,AL,Mobile, 5546-A Old Shell,5546-A,Mixed feelings about Papa John's Pizza. Acceptable service. Typical environment. Might try again.
2783,02/11/2022 11:02,12514762142.0,Domino's Pizza,LLC,2.5,12,Italian,USA,US,AL,Mobile, Government,1616,Poor experience at Domino's Pizza. Slow service. Look elsewhere!
2784,02/11/2022 14:09,12512415328.0,Chicken Salad Chick,Inc,4.5,23,Restaurant,USA,US,AL,Mobile, 5753 Old Shell,5753,Fantastic Chicken Salad Chick. Outstanding dish. Staff was friendly.
2785,02/11/2022 17:22,12514781011.0,McAlister's Deli,Corp,3.5,22,Deli,USA,US,AL,Mobile, 1200 Satchel Paige,1200,Average experience at McAlister's Deli. Nothing special about the food. Typical environment. Might try again.
2786,02/11/2022 21:10,12516394700.0,Wingstop,Inc,3.0,14,Casual Dining,USA,US,AL,Mobile, 7450 Airport,7450,Mixed feelings about Wingstop. The meal was okay. Average atmosphere.
2787,02/12/2022 01:17,12513088488.0,The Cheese Cottage,Inc,4.5,53,Casual Dining,USA,US,AL,Mobile, St Louis,650,Great experience at The Cheese Cottage. meal exceeded expectations. Don't miss this place!
2788,02/12/2022 04:26,12515259917.0,Jersey Mike's Subs,LLC,4.0,14,Deli,USA,US,AL,Mobile, Dauphin,3151,Really enjoyed Jersey Mike's Subs. Nice atmosphere. Worth every penny!
2789,02/12/2022 08:18,12512871920.0,VooDoo Wing Co,Inc,3.0,18,Wings,USA,US,AL,Mobile, 5713 Old Shell,5713,Okay visit to VooDoo Wing Co. Acceptable service. It's okay.
2790,02/12/2022 11:09,12514616080.0,Firehouse Subs McGowan Park,LLC,3.0,9,Sandwich Shop,USA,US,AL,Mobile, 3075 Government,3075,Mixed feelings about Firehouse Subs McGowan Park. Standard setting. Nothing remarkable about service. It's okay.
2791,02/12/2022 15:19,12513430467.0,Olive Garden Italian Restaurant,Ltd,3.0,106,Casual Dining,USA,US,AL,Mobile, 3701 Airport,3701,Okay visit to Olive Garden Italian Restaurant. Nothing remarkable about service. Might try again.
2792,02/12/2022 18:26,12513427707.0,McAlister's Deli,Corp,3.0,26,Sandwich Shop,USA,US,AL,Mobile, 6750 Airport,6750,Average experience at McAlister's Deli. Service was okay. Nothing to write home about.
2793,02/12/2022 21:32,12516491922.0,Domino's Pizza,LLC,3.0,3,Delivery,USA,US,AL,Mobile, 7685 Moffett,7685,Average experience at Domino's Pizza. Standard food. It's okay.
2794,02/13/2022 01:51,12512501043.0,Chicken Salad Chick,Inc,4.5,38,Restaurant,USA,US,AL,Mobile, 2370 Hillcrest,2370,Amazing Chicken Salad Chick. Staff was friendly. Cozy environment. Worth every penny!
2795,02/13/2022 04:37,12513449445.0,Zoes Kitchen,LLC,3.5,46,Asian,USA,US,AL,Mobile, 3980 Airport,3980,Decent enough Zoes Kitchen. Average atmosphere.
2796,02/13/2022 08:38,12516333245.0,Arby's,LLC,3.5,8,Fast Food,USA,US,AL,Mobile, 7750 Airport,7750,Average experience at Arby's. Standard setting. Average sandwich. Fair enough.
2797,02/13/2022 11:36,12512102151.0,Dickey's Barbecue Pit,LLC,2.5,46,Pub,USA,US,AL,Daphne, 6882 Hwy,6882,Disappointed with Dickey's Barbecue Pit. Poor customer service. Poor cleanliness. Avoid this place!
2798,02/13/2022 15:13,12513428145.0,Pasqually's Pizza & Wings,Inc,2.0,1,Pizzeria,USA,US,AL,Mobile,,,Poor experience at Pasqually's Pizza & Wings. Unprofessional behavior.
2799,02/13/2022 18:45,12516796259.0,Arbys,Inc,3.0,11,Fast Food,USA,US,AL,Satsuma, 6109 Hwy,6109,Standard Arbys. Average sandwich. Service was okay. Fair enough.
2800,02/13/2022 22:54,12513785955.0,Buffalo Wild Wings,LLC,2.5,79,Wings,USA,US,AL,Mobile, 6341 Airport,6341,Poor experience at Buffalo Wild Wings. Inedible blue cheese. Look elsewhere!
2801,02/14/2022 01:45,12514761212.0,Papa John's Pizza,Corp,2.5,3,Delivery,USA,US,AL,Mobile, 1500 Government Street Ste,1500,Poor experience at Papa John's Pizza. Unprofessional behavior. Dirty place. Look elsewhere!
2802,02/14/2022 05:15,12514573030.0,Domino's Pizza,LLC,3.0,3,Italian,USA,US,AL,Mobile, 2949 Saint Stephens,2949,Mixed feelings about Domino's Pizza. Average staff. Nothing to write home about.
2803,02/14/2022 08:48,12514520500.0,Little Caesars Pizza,Inc,1.0,1,Casual Dining,USA,US,AL,Chickasaw, 325 N Craft,325,Not impressed by Little Caesars Pizza. Poor customer service. Never coming back!
2804,02/14/2022 12:56,12514502373.0,Church's Chicken,Inc,2.0,2,Family Dining,USA,US,AL,Mobile, 3171 Moffatt,3171,Not impressed by Church's Chicken. Unwelcoming atmosphere. meal was cold and tasteless. Never coming back!
2805,02/14/2022 16:21,12513008869.0,American Deli,Partnership,2.5,3,Quick Service,USA,US,AL,Mobile, 3295 Bel Air,3295,Poor experience at American Deli. Poor customer service. Noisy environment. Look elsewhere!
2806,02/14/2022 19:30,12513410880.0,Cicis,Inc,2.5,9,Family Dining,USA,US,AL,Mobile, 6750 Airport,6750,Disappointed with Cicis. Poor customer service. food was cold and tasteless. Never coming back!
2807,02/14/2022 23:22,12516349604.0,Panera Bread,Corp,3.5,30,Bakery,USA,US,AL,Mobile, 750 Schillinger Rd,750,Okay visit to Panera Bread. Average atmosphere. food was decent.
2808,02/15/2022 02:01,12516216820.0,Cicis,Inc,4.0,1,Casual Dining,USA,US,AL,Daphne, 6882 Hwy,6882,Amazing Cicis. Staff was friendly. Worth every penny!
2809,02/15/2022 05:44,12516258723.0,Firehouse Subs,Inc,3.5,12,Deli,USA,US,AL,Daphne, 6890-6 Hwy,6890-6,Decent enough Firehouse Subs. Nothing special about ambiance. It's okay.
2810,02/15/2022 09:26,12513437170.0,Arby's,LLC,2.5,5,Drive-Thru,USA,US,AL,Mobile, 3739 Airport,3739,Waste of money at Arby's. Dirty place. Overpriced food. Save your money!
2811,02/15/2022 13:07,12513084888.0,Marco's Pizza,Co,2.5,11,Delivery,USA,US,AL,Mobile, 5055 Cottage Hill,5055,Poor experience at Marco's Pizza. Rude staff. dish was cold and tasteless. Save your money!
2812,02/15/2022 16:08,12514711050.0,Dickey's Barbecue Pit,LLC,3.0,27,Sports Bar,USA,US,AL,Mobile, 1390 Tingle,1390,Decent enough Dickey's Barbecue Pit. Typical environment.
2813,02/15/2022 20:08,12516253910.0,Hooters,Corp,2.0,37,Casual Dining,USA,US,AL,Daphne, 28975 Ushwy,28975,Waste of money at Hooters. Poor customer service.
2814,02/15/2022 23:44,12516077645.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,4.0,8,Casual Dining,USA,US,AL,Mobile, 950 Schillinger Rd,950,Amazing Zaxby's Chicken Fingers & Buffalo Wings. Perfect setting. Great service. Five stars!
2815,02/16/2022 02:50,12513457276.0,Lenny's Grill & Subs,LLC,3.5,12,BBQ,USA,US,AL,Mobile, 1175B Hillcrest,1175B,Decent enough Lenny's Grill & Subs. Ordinary place. Might try again.
2816,02/16/2022 06:25,12513808957.0,Dickey's Barbecue Pit,LLC,4.0,20,Casual Dining,USA,US,AL,Mobile, 7721 Airport,7721,Had a wonderful time at Dickey's Barbecue Pit. Amazing meal. Five stars!
2817,02/16/2022 10:18,12516523568.0,Mandarin Express,Sole Proprietorship,1.5,7,Casual Dining,USA,US,AL,Mobile, 3472 Bel Air,3472,Disappointed with Mandarin Express. Poor customer service. Dirty place. One star only!
2818,02/16/2022 13:12,12516609766.0,Pizza Hut,Co,3.0,16,Italian,USA,US,AL,Mobile, 680 University Blvd.,680,Okay visit to Pizza Hut. Average atmosphere. Average place.
2819,02/16/2022 17:21,12513436438.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,2.5,11,Wings,USA,US,AL,Mobile, 3444 Spring Hill,3444,Not impressed by Zaxby's Chicken Fingers & Buffalo Wings. Poor cleanliness.
2820,02/16/2022 20:39,12513785648.0,Tropical Smoothie Cafe,Inc,2.5,19,Cafe,USA,US,AL,Mobile, 9 Du Rhu,9,Disappointed with Tropical Smoothie Cafe. sandwich was cold and tasteless. Unwelcoming atmosphere. Look elsewhere!
2821,02/16/2022 23:55,12516600855.0,Subway,LLC,2.5,3,Quick Service,USA,US,AL,Mobile, 6305 Cottage Hill,6305,Not impressed by Subway. Inedible food. Save your money!
2822,02/17/2022 03:17,12513751822.0,Jersey Mike's Subs,LLC,3.5,29,Sandwich Shop,USA,US,AL,Mobile, 7449 Airport,7449,Average experience at Jersey Mike's Subs. Ordinary place. Average place.
2823,02/17/2022 06:48,12512197335.0,Popeyes Louisiana Kitchen,Inc,3.0,8,Casual Dining,USA,US,AL,Mobile, Government,1966,Okay visit to Popeyes Louisiana Kitchen. Nothing special about the food.
2824,02/17/2022 10:59,12512985237.0,Hungry Howie's Pizza,LLC,2.5,17,Delivery,USA,US,AL,Mobile, 6353-B Cottage Hill,6353-B,Disappointed with Hungry Howie's Pizza. Overpriced dish. Poor cleanliness.
2825,02/17/2022 13:45,12516607500.0,Papa John's Pizza,Corp,2.5,7,Pizzeria,USA,US,AL,Mobile, 5212-C Cottage Hill,5212-C,Waste of money at Papa John's Pizza. meal was cold and tasteless. Avoid this place!
2826,02/17/2022 17:08,12516618390.0,Lennys Subs,LLP,4.0,8,Quick Service,USA,US,AL,Mobile, 4052 Government,4052,Fantastic Lennys Subs. Lovely decor. Don't miss this place!
2827,02/17/2022 21:34,12513800818.0,Pizza Hut,Co,2.0,5,Delivery,USA,US,AL,Mobile, 5821 Old Shell,5821,Disappointed with Pizza Hut. Slow service. Save your money!
2828,02/18/2022 00:56,12513089771.0,Panda Express,Ltd,2.5,11,Casual Dining,USA,US,AL,Mobile, 865 Schillinger Rd,865,Disappointed with Panda Express. Uncomfortable setting. Never coming back!
2829,02/18/2022 03:42,12516343454.0,Tropical Smoothie Cafe,Inc,3.0,35,Brunch,USA,US,AL,Mobile, 7450 Airport,7450,Average experience at Tropical Smoothie Cafe. Standard setting. Acceptable service. It's okay.
2830,02/18/2022 07:58,12514616922.0,Popeyes Louisiana Kitchen,Inc,1.0,5,Chinese,USA,US,AL,Semmes, 7681 Moffett,7681,Poor experience at Popeyes Louisiana Kitchen. Dirty place. Slow service. Look elsewhere!
2831,02/18/2022 11:14,12516336210.0,Quiznos,LLC,2.5,2,Restaurant,USA,US,AL,Mobile, 8400 Airport,8400,Terrible visit to Quiznos. Awful meal. Poor cleanliness. Never coming back!
2832,02/18/2022 14:36,12516268333.0,Domino's Pizza,LLC,2.0,10,Pizzeria,USA,US,AL,Daphne, 6845 US Highway,6845,Not impressed by Domino's Pizza. Inattentive waiters. Uncomfortable setting. Never coming back!
2833,02/18/2022 18:01,12512870469.0,Popeyes Louisiana Kitchen,Inc,2.0,3,Asian,USA,US,AL,Mobile, 2825 Springhill,2825,Poor experience at Popeyes Louisiana Kitchen. Poor cleanliness. Look elsewhere!
2834,02/18/2022 21:18,12516332080.0,Domino's Pizza,LLC,3.0,11,Pizzeria,USA,US,AL,Mobile, 7449 Airport,7449,Decent enough Domino's Pizza. The dish was okay.
2835,02/19/2022 01:06,12512197509.0,Popeyes Louisiana Kitchen,Inc,2.5,10,Delivery,USA,US,AL,Mobile, Government,750,Poor experience at Popeyes Louisiana Kitchen. Inedible dish.
2836,02/19/2022 04:25,12516612884.0,Church's Chicken,Inc,2.0,6,Restaurant,USA,US,AL,Mobile, 5017 Cottage Hill,5017,Disappointed with Church's Chicken. The meal was terrible. Save your money!
2837,02/19/2022 08:00,12516335612.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,2.5,11,Sports Bar,USA,US,AL,Mobile, 6551 Airport,6551,Disappointed with Zaxby's Chicken Fingers & Buffalo Wings. Dirty place. Look elsewhere!
2838,02/19/2022 11:36,12514713003.0,Pizza Hut,Co,1.5,17,Casual Dining,USA,US,AL,Mobile, Government,1866-A,Waste of money at Pizza Hut. Inattentive waiters. Look elsewhere!
2839,02/19/2022 15:32,12516496655.0,Pizza Hut,Co,1.0,2,Italian,USA,US,AL,Mobile, 7745-A Moffat,7745-A,Terrible visit to Pizza Hut. The tiramisu was terrible. Look elsewhere!
2840,02/19/2022 18:48,12516391117.0,Pizza Hut,Co,2.0,15,Delivery,USA,US,AL,Mobile,2502,2502,Poor experience at Pizza Hut. Inattentive waiters. Avoid this place!
2841,02/19/2022 22:16,12514472343.0,Popeyes Louisiana Kitchen,Inc,3.0,9,Casual Dining,USA,US,AL,Mobile, 4009 Airport,4009,Average experience at Popeyes Louisiana Kitchen. Nothing special about the food. Average staff. Average place.
2842,02/20/2022 01:55,12514760760.0,KFC,Inc,1.5,3,Fast Food,USA,US,AL,Mobile, 2850 Springhill,2850,Terrible visit to KFC. Unprofessional behavior. Never coming back!
2843,02/20/2022 05:39,12513428142.0,Chuck E. Cheese,Co,2.5,4,Restaurant,USA,US,AL,Mobile, 710 Downtowner Lp,710,Poor experience at Chuck E. Cheese. dish was cold and tasteless. Dirty place. Save your money!
2844,02/20/2022 08:42,12516210400.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,2.5,20,Delivery,USA,US,AL,Daphne, 29053 US Highway,29053,Not impressed by Zaxby's Chicken Fingers & Buffalo Wings. Poor cleanliness. Overpriced dish. Avoid this place!
2845,02/20/2022 11:52,12516391712.0,KFC,Inc,2.0,18,Delivery,USA,US,AL,Mobile, 775 Schillinger Rd,775,Waste of money at KFC. Noisy environment. Poor customer service.
2846,02/20/2022 15:21,12513439750.0,KFC,Inc,2.0,2,Drive-Thru,USA,US,AL,Mobile, 5109 Moffat,5109,Disappointed with KFC. Overpriced dish. Save your money!
2847,02/20/2022 18:44,12515259148.0,Popeyes Louisiana Kitchen,Inc,2.5,15,Thai,USA,US,AL,Mobile, 570 Schillinger,570,Not impressed by Popeyes Louisiana Kitchen. The satay was terrible. Dirty place.
2848,02/20/2022 22:47,12516079966.0,Little Caesars Pizza,Inc,1.0,12,Pizzeria,USA,US,AL,Mobile, 8696 Cottage Hill,8696,Waste of money at Little Caesars Pizza. Awful food. Uncomfortable setting. Save your money!
2849,02/21/2022 02:05,12514765688.0,Subway,LLC,1.0,3,Fast Food,USA,US,AL,Mobile, Dauphin,3067,Not impressed by Subway. Rude staff. One star only!
2850,02/21/2022 05:23,12516077979.0,Papa John's Pizza,Corp,1.0,10,Pizzeria,USA,US,AL,Mobile, 1065 Schillinger Road,1065,Poor experience at Papa John's Pizza. Unprofessional behavior. One star only!
2851,02/21/2022 09:02,12514735650.0,Subway,LLC,1.0,2,Drive-Thru,USA,US,AL,Mobile, 3361 Cottage Hill,3361,Disappointed with Subway. Inedible dish. Noisy environment.
2852,02/21/2022 12:50,12516607704.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,2.5,7,Sports Bar,USA,US,AL,Mobile, 6500 Cottage Hill,6500,Disappointed with Zaxby's Chicken Fingers & Buffalo Wings. Slow service. Uncomfortable setting. One star only!
2853,02/21/2022 16:29,12516263645.0,Arby's,LLC,1.5,7,Drive-Thru,USA,US,AL,Daphne, 6775 US Hwy,6775,Terrible visit to Arby's. meal was cold and tasteless. Inattentive waiters. One star only!
2854,02/21/2022 19:56,12514321411.0,Subway,LLC,2.5,3,Drive-Thru,USA,US,AL,Mobile, 1411 Springhill,1411,Disappointed with Subway. Inattentive waiters. Awful dish. Save your money!
2855,02/21/2022 23:44,12514330571.0,Subway,LLC,1.5,8,Drive-Thru,USA,US,AL,Mobile, Dauphin,121,Not impressed by Subway. Uncomfortable setting.
2856,02/22/2022 03:01,12516390227.0,Subway,LLC,1.0,2,Quick Service,USA,US,AL,Mobile, 1420 S Cody,1420,Terrible visit to Subway. Awful dish. Save your money!
2857,02/22/2022 06:30,12562593222.0,50 Taters,DBA,4.0,106,Delivery,USA,US,AL,Scottsboro, 1497 County Park,1497,Loved this 50 Taters. Amazing food. Worth every penny!
2858,02/22/2022 09:41,12565741533.0,Genos Pizza & Grill,LLP,3.5,9,Italian,USA,US,AL,Scottsboro, 102 Micah,102,Okay visit to Genos Pizza & Grill. The lasagna was okay.
2859,02/22/2022 13:07,12562590893.0,Pizza Hut,Co,3.0,4,Pizzeria,USA,US,AL,Scottsboro, 3310 S. Broad,3310,Average experience at Pizza Hut. Service was okay. Average meal. Nothing to write home about.
2860,02/22/2022 16:45,12562183135.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,4.0,9,Sports Bar,USA,US,AL,Scottsboro, 24729 John T Reid,24729,Really enjoyed Zaxby's Chicken Fingers & Buffalo Wings. Staff was friendly. Don't miss this place!
2861,02/22/2022 20:05,12562593000.0,Papa John's Pizza,Corp,4.0,1,Delivery,USA,US,AL,Scottsboro, 24875 John T Reid,24875,Really enjoyed Papa John's Pizza. Perfect setting. Five stars!
2862,02/22/2022 23:31,12565743591.0,Arby's,LLC,3.5,3,Drive-Thru,USA,US,AL,Scottsboro, 24751 John T Reid,24751,Decent enough Arby's. Average meal. Average atmosphere.
2863,02/23/2022 03:10,12569990300.0,Marco's Pizza,Co,3.5,5,Italian,USA,US,AL,Scottsboro, 24557 John T Reid,24557,Standard Marco's Pizza. Standard service. Nothing special about ambiance.
2864,02/23/2022 06:30,12562593080.0,Domino's Pizza,LLC,5.0,1,Pizzeria,USA,US,AL,Scottsboro, S Broad,813,Really enjoyed Domino's Pizza. Nice atmosphere. Will definitely return!
2865,02/23/2022 09:57,13348728848.0,China Wok,Inc,3.5,8,Asian,USA,US,AL,Selma, 1374 E Highland,1374,Standard China Wok. Nothing special about the soup. Nothing to write home about.
2866,02/23/2022 13:54,13348726531.0,Zaxby's Chicken Fingers & Buffalo Wings,Inc,3.5,12,Wings,USA,US,AL,Selma, 618 Highland,618,Mixed feelings about Zaxby's Chicken Fingers & Buffalo Wings. Average staff. Average blue cheese. Nothing to write home about.
2867,02/23/2022 17:35,13348727513.0,KFC,Inc,3.0,5,Delivery,USA,US,AL,Selma, 1326 Highland,1326,Okay visit to KFC. Nothing special about the dish. Typical environment. Fair enough.
2868,02/23/2022 20:37,13348741298.0,Little Caesars Pizza,Inc,3.0,1,Italian,USA,US,AL,Selma, 1330 E Highland,1330,Okay visit to Little Caesars Pizza. Service was okay. Nothing special about ambiance. It's okay.
2869,02/24/2022 00:24,13346054004.0,Pizza Hut,Co,1.0,3,Italian,USA,US,AL,Selma, 307 Highland,307,Disappointed with Pizza Hut. Poor cleanliness. Look elsewhere!
2870,02/24/2022 03:48,13348758060.0,Domino's Pizza,LLC,2.5,3,Delivery,USA,US,AL,Selma, 2225 Summerfield,2225,Not impressed by Domino's Pizza. Inedible dish. Save your money!
2871,02/24/2022 07:26,12563812117.0,Steak & Stuff,LLC,5.0,3,Casual Dining,USA,US,AL,Sheffield, 401 Cox,401,Loved this Steak & Stuff. Perfect setting.
2872,02/24/2022 10:22,12563834325.0,China Gourmet,LLC,4.0,3,Asian,USA,US,AL,Muscle Shoals, 500 Avalon,500,Great experience at China Gourmet. Great service. Worth every penny!
2873,02/24/2022 14:36,12563833836.0,Chuck E. Cheese,Co,3.5,3,Family Dining,USA,US,AL,Sheffield, 4700 Hatch,4700,Okay visit to Chuck E. Cheese. Nothing special about ambiance. Nothing remarkable about service. Nothing to write home about.
2874,02/24/2022 17:27,12563899292.0,Papa Murphy's,Inc,3.5,3,Family Dining,USA,US,AL,Muscle Shoals, 233 Avalon,233,Okay visit to Papa Murphy's. Average food. Nothing remarkable about service. Might try again.
2875,02/24/2022 20:57,12563838800.0,Sweet Peppers Deli,LLC,4.0,15,Deli,USA,US,AL,Muscle Shoals, 619 Avalon,619,Fantastic Sweet Peppers Deli. Perfect setting. Great service. Will definitely return!
